"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2011","Belgium","Total","Age reached during the year","Total","Number","Total","147,377","b"
"2011","Belgium","Total","Age reached during the year","Reporting country","Number","Total","12,345",""
"2011","Belgium","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Belgium","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Belgium","Total","Age reached during the year","Unknown","Number","Total","499",""
"2011","Bulgaria","Total","Age reached during the year","Total","Number","Total",":",""
"2011","Bulgaria","Total","Age reached during the year","Reporting country","Number","Total",":",""
"2011","Bulgaria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Bulgaria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Bulgaria","Total","Age reached during the year","Unknown","Number","Total",":",""
"2011","Czechia","Total","Age reached during the year","Total","Number","Total","27,114","b"
"2011","Czechia","Total","Age reached during the year","Reporting country","Number","Total","9,328",""
"2011","Czechia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Czechia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Czechia","Total","Age reached during the year","Unknown","Number","Total","9",""
"2011","Denmark","Total","Age reached during the year","Total","Number","Total","52,833",""
"2011","Denmark","Total","Age reached during the year","Reporting country","Number","Total","14,138",""
"2011","Denmark","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Denmark","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Denmark","Total","Age reached during the year","Unknown","Number","Total","470",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","489,422",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Reporting country","Number","Total","58,273",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Unknown","Number","Total","12,265",""
"2011","Estonia","Total","Age reached during the year","Total","Number","Total","3,709",""
"2011","Estonia","Total","Age reached during the year","Reporting country","Number","Total","1,566",""
"2011","Estonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Estonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Estonia","Total","Age reached during the year","Unknown","Number","Total","39",""
"2011","Ireland","Total","Age reached during the year","Total","Number","Total","57,292","b"
"2011","Ireland","Total","Age reached during the year","Reporting country","Number","Total","20,373","b"
"2011","Ireland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Ireland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Ireland","Total","Age reached during the year","Unknown","Number","Total","740","b"
"2011","Greece","Total","Age reached during the year","Total","Number","Total","60,089","b"
"2011","Greece","Total","Age reached during the year","Reporting country","Number","Total","24,000",""
"2011","Greece","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Greece","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Greece","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Spain","Total","Age reached during the year","Total","Number","Total","371,331",""
"2011","Spain","Total","Age reached during the year","Reporting country","Number","Total","21,564",""
"2011","Spain","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Spain","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Spain","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","France","Total","Age reached during the year","Total","Number","Total","319,816",""
"2011","France","Total","Age reached during the year","Reporting country","Number","Total","81,301",""
"2011","France","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","France","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","France","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Croatia","Total","Age reached during the year","Total","Number","Total","8,534",""
"2011","Croatia","Total","Age reached during the year","Reporting country","Number","Total",":",""
"2011","Croatia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Croatia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Croatia","Total","Age reached during the year","Unknown","Number","Total",":",""
"2011","Italy","Total","Age reached during the year","Total","Number","Total","385,793",""
"2011","Italy","Total","Age reached during the year","Reporting country","Number","Total","26,701",""
"2011","Italy","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Italy","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Italy","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Cyprus","Total","Age reached during the year","Total","Number","Total","23,037",""
"2011","Cyprus","Total","Age reached during the year","Reporting country","Number","Total","1,490",""
"2011","Cyprus","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Cyprus","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Cyprus","Total","Age reached during the year","Unknown","Number","Total","25",""
"2011","Latvia","Total","Age reached during the year","Total","Number","Total","10,234",""
"2011","Latvia","Total","Age reached during the year","Reporting country","Number","Total","7,503",""
"2011","Latvia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Latvia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Latvia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Lithuania","Total","Age reached during the year","Total","Number","Total","15,685",""
"2011","Lithuania","Total","Age reached during the year","Reporting country","Number","Total","12,801",""
"2011","Lithuania","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Lithuania","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Lithuania","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Luxembourg","Total","Age reached during the year","Total","Number","Total","20,268",""
"2011","Luxembourg","Total","Age reached during the year","Reporting country","Number","Total","1,242",""
"2011","Luxembourg","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Luxembourg","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Luxembourg","Total","Age reached during the year","Unknown","Number","Total","255",""
"2011","Hungary","Total","Age reached during the year","Total","Number","Total","28,018",""
"2011","Hungary","Total","Age reached during the year","Reporting country","Number","Total","2,924",""
"2011","Hungary","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Hungary","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Hungary","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Malta","Total","Age reached during the year","Total","Number","Total","5,465",""
"2011","Malta","Total","Age reached during the year","Reporting country","Number","Total","1,348",""
"2011","Malta","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Malta","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Malta","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Netherlands","Total","Age reached during the year","Total","Number","Total","130,118",""
"2011","Netherlands","Total","Age reached during the year","Reporting country","Number","Total","24,747",""
"2011","Netherlands","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Netherlands","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Netherlands","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Austria","Total","Age reached during the year","Total","Number","Total","82,230",""
"2011","Austria","Total","Age reached during the year","Reporting country","Number","Total","6,426",""
"2011","Austria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Austria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Austria","Total","Age reached during the year","Unknown","Number","Total","61",""
"2011","Poland","Total","Age reached during the year","Total","Number","Total","157,059",""
"2011","Poland","Total","Age reached during the year","Reporting country","Number","Total","89,157",""
"2011","Poland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Poland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Poland","Total","Age reached during the year","Unknown","Number","Total","19",""
"2011","Portugal","Total","Age reached during the year","Total","Number","Total","19,667",""
"2011","Portugal","Total","Age reached during the year","Reporting country","Number","Total","11,860",""
"2011","Portugal","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Portugal","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Portugal","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Romania","Total","Age reached during the year","Total","Number","Total","147,685",""
"2011","Romania","Total","Age reached during the year","Reporting country","Number","Total","110,198",""
"2011","Romania","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Romania","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Romania","Total","Age reached during the year","Unknown","Number","Total","111",""
"2011","Slovenia","Total","Age reached during the year","Total","Number","Total","14,083",""
"2011","Slovenia","Total","Age reached during the year","Reporting country","Number","Total","2,534",""
"2011","Slovenia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Slovenia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Slovenia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Slovakia","Total","Age reached during the year","Total","Number","Total","4,829","b"
"2011","Slovakia","Total","Age reached during the year","Reporting country","Number","Total","1,264","b"
"2011","Slovakia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Slovakia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Slovakia","Total","Age reached during the year","Unknown","Number","Total","0","b"
"2011","Finland","Total","Age reached during the year","Total","Number","Total","29,481",""
"2011","Finland","Total","Age reached during the year","Reporting country","Number","Total","7,407",""
"2011","Finland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Finland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Finland","Total","Age reached during the year","Unknown","Number","Total","593",""
"2011","Sweden","Total","Age reached during the year","Total","Number","Total","96,467",""
"2011","Sweden","Total","Age reached during the year","Reporting country","Number","Total","15,582",""
"2011","Sweden","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Sweden","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Sweden","Total","Age reached during the year","Unknown","Number","Total","118",""
"2011","Iceland","Total","Age reached during the year","Total","Number","Total","4,073",""
"2011","Iceland","Total","Age reached during the year","Reporting country","Number","Total","1,497",""
"2011","Iceland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Iceland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Iceland","Total","Age reached during the year","Unknown","Number","Total","60",""
"2011","Liechtenstein","Total","Age reached during the year","Total","Number","Total","650",""
"2011","Liechtenstein","Total","Age reached during the year","Reporting country","Number","Total","55",""
"2011","Liechtenstein","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Liechtenstein","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Liechtenstein","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Norway","Total","Age reached during the year","Total","Number","Total","70,337",""
"2011","Norway","Total","Age reached during the year","Reporting country","Number","Total","6,003",""
"2011","Norway","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Norway","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Norway","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Switzerland","Total","Age reached during the year","Total","Number","Total","148,799","b"
"2011","Switzerland","Total","Age reached during the year","Reporting country","Number","Total","17,925","b"
"2011","Switzerland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Switzerland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Switzerland","Total","Age reached during the year","Unknown","Number","Total","1,091","b"
"2011","United Kingdom","Total","Age reached during the year","Total","Number","Total","566,044",""
"2011","United Kingdom","Total","Age reached during the year","Reporting country","Number","Total","68,986",""
"2011","United Kingdom","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","United Kingdom","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","United Kingdom","Total","Age reached during the year","Unknown","Number","Total","0",""
"2011","Montenegro","Total","Age reached during the year","Total","Number","Total","6,025",""
"2011","Montenegro","Total","Age reached during the year","Reporting country","Number","Total","633",""
"2011","Montenegro","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","Montenegro","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","Montenegro","Total","Age reached during the year","Unknown","Number","Total","42",""
"2011","North Macedonia","Total","Age reached during the year","Total","Number","Total","1,464",""
"2011","North Macedonia","Total","Age reached during the year","Reporting country","Number","Total","176",""
"2011","North Macedonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2011","North Macedonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2011","North Macedonia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Belgium","Total","Age reached during the year","Total","Number","Total","129,477",""
"2012","Belgium","Total","Age reached during the year","Reporting country","Number","Total","11,906",""
"2012","Belgium","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Belgium","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Belgium","Total","Age reached during the year","Unknown","Number","Total","392",""
"2012","Bulgaria","Total","Age reached during the year","Total","Number","Total","14,103","bp"
"2012","Bulgaria","Total","Age reached during the year","Reporting country","Number","Total","5,107","p"
"2012","Bulgaria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Bulgaria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Bulgaria","Total","Age reached during the year","Unknown","Number","Total","44","p"
"2012","Czechia","Total","Age reached during the year","Total","Number","Total","34,337",""
"2012","Czechia","Total","Age reached during the year","Reporting country","Number","Total","8,333",""
"2012","Czechia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Czechia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Czechia","Total","Age reached during the year","Unknown","Number","Total","9",""
"2012","Denmark","Total","Age reached during the year","Total","Number","Total","54,409",""
"2012","Denmark","Total","Age reached during the year","Reporting country","Number","Total","14,123",""
"2012","Denmark","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Denmark","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Denmark","Total","Age reached during the year","Unknown","Number","Total","541",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","592,175",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Reporting country","Number","Total","61,236",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Unknown","Number","Total","2,563",""
"2012","Estonia","Total","Age reached during the year","Total","Number","Total","2,639",""
"2012","Estonia","Total","Age reached during the year","Reporting country","Number","Total","914",""
"2012","Estonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Estonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Estonia","Total","Age reached during the year","Unknown","Number","Total","24",""
"2012","Ireland","Total","Age reached during the year","Total","Number","Total","61,324",""
"2012","Ireland","Total","Age reached during the year","Reporting country","Number","Total","21,633",""
"2012","Ireland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Ireland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Ireland","Total","Age reached during the year","Unknown","Number","Total","793",""
"2012","Greece","Total","Age reached during the year","Total","Number","Total","58,200",""
"2012","Greece","Total","Age reached during the year","Reporting country","Number","Total","23,245",""
"2012","Greece","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Greece","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Greece","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Spain","Total","Age reached during the year","Total","Number","Total","304,053",""
"2012","Spain","Total","Age reached during the year","Reporting country","Number","Total","20,616",""
"2012","Spain","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Spain","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Spain","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","France","Total","Age reached during the year","Total","Number","Total","327,431",""
"2012","France","Total","Age reached during the year","Reporting country","Number","Total","76,585",""
"2012","France","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","France","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","France","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Croatia","Total","Age reached during the year","Total","Number","Total","8,959",""
"2012","Croatia","Total","Age reached during the year","Reporting country","Number","Total","920",""
"2012","Croatia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Croatia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Croatia","Total","Age reached during the year","Unknown","Number","Total","1",""
"2012","Italy","Total","Age reached during the year","Total","Number","Total","350,772",""
"2012","Italy","Total","Age reached during the year","Reporting country","Number","Total","25,203",""
"2012","Italy","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Italy","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Italy","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Cyprus","Total","Age reached during the year","Total","Number","Total","17,476",""
"2012","Cyprus","Total","Age reached during the year","Reporting country","Number","Total","1,157",""
"2012","Cyprus","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Cyprus","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Cyprus","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Latvia","Total","Age reached during the year","Total","Number","Total","13,303",""
"2012","Latvia","Total","Age reached during the year","Reporting country","Number","Total","9,619",""
"2012","Latvia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Latvia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Latvia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Lithuania","Total","Age reached during the year","Total","Number","Total","19,843",""
"2012","Lithuania","Total","Age reached during the year","Reporting country","Number","Total","15,617",""
"2012","Lithuania","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Lithuania","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Lithuania","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Luxembourg","Total","Age reached during the year","Total","Number","Total","20,478",""
"2012","Luxembourg","Total","Age reached during the year","Reporting country","Number","Total","1,272",""
"2012","Luxembourg","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Luxembourg","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Luxembourg","Total","Age reached during the year","Unknown","Number","Total","246",""
"2012","Hungary","Total","Age reached during the year","Total","Number","Total","33,702",""
"2012","Hungary","Total","Age reached during the year","Reporting country","Number","Total","4,894",""
"2012","Hungary","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Hungary","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Hungary","Total","Age reached during the year","Unknown","Number","Total","1",""
"2012","Malta","Total","Age reached during the year","Total","Number","Total","8,256",""
"2012","Malta","Total","Age reached during the year","Reporting country","Number","Total","1,504",""
"2012","Malta","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Malta","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Malta","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Netherlands","Total","Age reached during the year","Total","Number","Total","124,566",""
"2012","Netherlands","Total","Age reached during the year","Reporting country","Number","Total","24,236",""
"2012","Netherlands","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Netherlands","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Netherlands","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Austria","Total","Age reached during the year","Total","Number","Total","91,557",""
"2012","Austria","Total","Age reached during the year","Reporting country","Number","Total","6,774",""
"2012","Austria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Austria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Austria","Total","Age reached during the year","Unknown","Number","Total","302",""
"2012","Poland","Total","Age reached during the year","Total","Number","Total","217,546",""
"2012","Poland","Total","Age reached during the year","Reporting country","Number","Total","120,375",""
"2012","Poland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Poland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Poland","Total","Age reached during the year","Unknown","Number","Total","76",""
"2012","Portugal","Total","Age reached during the year","Total","Number","Total","14,606",""
"2012","Portugal","Total","Age reached during the year","Reporting country","Number","Total","9,326",""
"2012","Portugal","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Portugal","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Portugal","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Romania","Total","Age reached during the year","Total","Number","Total","167,266",""
"2012","Romania","Total","Age reached during the year","Reporting country","Number","Total","132,319",""
"2012","Romania","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Romania","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Romania","Total","Age reached during the year","Unknown","Number","Total","1,791",""
"2012","Slovenia","Total","Age reached during the year","Total","Number","Total","15,022",""
"2012","Slovenia","Total","Age reached during the year","Reporting country","Number","Total","1,880",""
"2012","Slovenia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Slovenia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Slovenia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Slovakia","Total","Age reached during the year","Total","Number","Total","5,419","p"
"2012","Slovakia","Total","Age reached during the year","Reporting country","Number","Total","753","p"
"2012","Slovakia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Slovakia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Slovakia","Total","Age reached during the year","Unknown","Number","Total","0","p"
"2012","Finland","Total","Age reached during the year","Total","Number","Total","31,278",""
"2012","Finland","Total","Age reached during the year","Reporting country","Number","Total","6,408",""
"2012","Finland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Finland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Finland","Total","Age reached during the year","Unknown","Number","Total","1,173",""
"2012","Sweden","Total","Age reached during the year","Total","Number","Total","103,059",""
"2012","Sweden","Total","Age reached during the year","Reporting country","Number","Total","15,341",""
"2012","Sweden","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Sweden","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Sweden","Total","Age reached during the year","Unknown","Number","Total","74",""
"2012","Iceland","Total","Age reached during the year","Total","Number","Total","4,960",""
"2012","Iceland","Total","Age reached during the year","Reporting country","Number","Total","1,806",""
"2012","Iceland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Iceland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Iceland","Total","Age reached during the year","Unknown","Number","Total","15",""
"2012","Liechtenstein","Total","Age reached during the year","Total","Number","Total","671",""
"2012","Liechtenstein","Total","Age reached during the year","Reporting country","Number","Total","62",""
"2012","Liechtenstein","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Liechtenstein","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Liechtenstein","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Norway","Total","Age reached during the year","Total","Number","Total","69,908",""
"2012","Norway","Total","Age reached during the year","Reporting country","Number","Total","5,200",""
"2012","Norway","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Norway","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Norway","Total","Age reached during the year","Unknown","Number","Total","0",""
"2012","Switzerland","Total","Age reached during the year","Total","Number","Total","149,051",""
"2012","Switzerland","Total","Age reached during the year","Reporting country","Number","Total","18,299",""
"2012","Switzerland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2012","Switzerland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2012","Switzerland","Total","Age reached during the year","Unknown","Number","Total","928",""
"2012","United Kingdom","Total","Age reached during the year","Total","Number","Total","498,040",""
"2012","United Kingdom","Total","Age reached during the year","Reporting country","Number","Total","72,911",""
